sort_index,file_path,relative_file_path,path_base,title,document_date,effective_date,source_page_date,source_page_url,source_page_title,crawl_date,file_mtime,date_source,date_confidence,legal_sort_bucket,legal_sort_date,legal_sort_confidence,legal_sort_group,legal_sort_sequence,sort_policy_source,sort_policy_reason,relationship_hint,original_file_url,url_status,url_ok,url_source,notes
1560,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/07-quyet-dinh-ve-viec-ban-hanh-quy-dinh-to-chuc-thi-tap-trung-cac-mon-hoc-he-dhcq/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/07-quyet-dinh-ve-viec-ban-hanh-quy-dinh-to-chuc-thi-tap-trung-cac-mon-hoc-he-dhcq/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf,manifest_dir,1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf,2022-12-20,2022-12-20,2022-12-20,,[Skip to content](https://daa.uit.edu.vn/07-quyet-dinh-ve-viec-ban-hanh-quy-dinh-chuc-thi-tap-trung-cac-mon-hoc-he-dhcq#main),,2025-11-09T16:45:42.947315,title,high,document_date,2022-12-20,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1561,daa/khac/chua-phan-loai/pdf/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy-e3ae8471.pdf,daa/khac/chua-phan-loai/pdf/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy-e3ae8471.pdf,manifest_dir,1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy-e3ae8471.pdf,2022-12-20,2022-12-20,2022-12-20,,[Skip to content](https://daa.uit.edu.vn/07-quyet-dinh-ve-viec-ban-hanh-quy-dinh-chuc-thi-tap-trung-cac-mon-hoc-he-dhcq#main),2026-07-09,2026-07-09T12:35:21.536719,title,high,document_date,2022-12-20,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/1139_qd-dhcntt_20-12-2022_to_chuc_thi_cac_mon_hoc_he_dai_hoc_chinh_quy.pdf,unchecked,false,metadata_file_path,from_metadata
1562,ctsv/bai-viet/pdf/1152_qd_dhcntt21_12_2022_scan-5b95e016.pdf,ctsv/bai-viet/pdf/1152_qd_dhcntt21_12_2022_scan-5b95e016.pdf,manifest_dir,1152_qd_dhcntt21_12_2022_scan-5b95e016.pdf,2022-12-21,2022-12-21,2022-12-21,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:13:24.944394,title,high,document_date,2022-12-21,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202212/1152_qd_dhcntt21_12_2022_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1563,ctsv/bai-viet/pdf/1154_qd_dhcntt22_12_2022_scan-45148181.pdf,ctsv/bai-viet/pdf/1154_qd_dhcntt22_12_2022_scan-45148181.pdf,manifest_dir,1154_qd_dhcntt22_12_2022_scan-45148181.pdf,2022-12-22,2022-12-22,2022-12-22,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:13:28.143027,title,high,document_date,2022-12-22,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202212/1154_qd_dhcntt22_12_2022_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1564,ctsv/bai-viet/pdf/1175_qd_dhcntt26_12_2022_scan-f9b65b8c.pdf,ctsv/bai-viet/pdf/1175_qd_dhcntt26_12_2022_scan-f9b65b8c.pdf,manifest_dir,1175_qd_dhcntt26_12_2022_scan-f9b65b8c.pdf,2022-12-26,2022-12-26,2022-12-26,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:13:31.915725,title,high,document_date,2022-12-26,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202212/1175_qd_dhcntt26_12_2022_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1565,_stale_artifacts/20260709T054105Z/daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts_tai_dhqg-hcm.pdf,_stale_artifacts/20260709T054105Z/daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts_tai_dhqg-hcm.pdf,manifest_dir,1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts_tai_dhqg-hcm.pdf,2022-12-29,2022-12-29,2022-12-14,,"<!DOCTYPE html><html lang=""vi"" dir=""ltr"" class=""js""><!-- <![endif]-->",,2025-11-09T17:09:26.062373,title,high,document_date,2022-12-29,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts_tai_dhqg-hcm.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1566,daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts-9ba3d3a4.pdf,daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts-9ba3d3a4.pdf,manifest_dir,1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts-9ba3d3a4.pdf,2022-12-29,2022-12-29,2022-12-14,,"<!DOCTYPE html><html lang=""vi"" dir=""ltr"" class=""js""><!-- <![endif]-->",,2026-04-16T18:30:48.093896,title,high,document_date,2022-12-29,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/1758-qd-dhqg-29-12-2022_quy_dinh_lien_ket_dao_tao_voi_nuoc_ngoai_trinh_do_dh_ths_ts_tai_dhqg-hcm.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem
1567,ctsv/bai-viet/pdf/02_tb_ctsv_09_1_2023-3c5ddf45.pdf,ctsv/bai-viet/pdf/02_tb_ctsv_09_1_2023-3c5ddf45.pdf,manifest_dir,02_tb_ctsv_09_1_2023-3c5ddf45.pdf,2023-01-09,2023-01-09,2023-01-09,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:47:15.282595,title,high,document_date,2023-01-09,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202401/02_tb_ctsv_09_1_2023.pdf,unchecked,false,metadata_file_path,from_metadata
1568,ctsv/bai-viet/pdf/03_tb_ctsv_09_1_2023-0f420f47.pdf,ctsv/bai-viet/pdf/03_tb_ctsv_09_1_2023-0f420f47.pdf,manifest_dir,03_tb_ctsv_09_1_2023-0f420f47.pdf,2023-01-09,2023-01-09,2023-01-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-mua-bhyt-nam-2024-bo-sung-dot-2#main),2026-07-09,2026-07-09T11:51:42.603880,title,high,document_date,2023-01-09,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202401/03_tb_ctsv_09_1_2023.pdf,unchecked,false,metadata_file_path,from_metadata
1569,ctsv/bai-viet/pdf/34_qd_dhcntt12_01_2023_scan-9feb52c7.pdf,ctsv/bai-viet/pdf/34_qd_dhcntt12_01_2023_scan-9feb52c7.pdf,manifest_dir,34_qd_dhcntt12_01_2023_scan-9feb52c7.pdf,2023-01-12,2023-01-12,2023-01-12,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-342023-trao-hoc-bong-quy-tai-tro-khat-vong-tuong-lai#main),2026-07-09,2026-07-09T11:21:12.116113,title,high,document_date,2023-01-12,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/34_qd_dhcntt12_01_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1570,ctsv/bai-viet/pdf/35_qd_dhcntt12_01_2023_scan-9f342a40.pdf,ctsv/bai-viet/pdf/35_qd_dhcntt12_01_2023_scan-9f342a40.pdf,manifest_dir,35_qd_dhcntt12_01_2023_scan-9f342a40.pdf,2023-01-12,2023-01-12,2023-01-12,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-352023-trao-hoc-bong-tai-tro-cho-sinh-vien#main),2026-07-09,2026-07-09T11:21:26.218895,title,high,document_date,2023-01-12,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/35_qd_dhcntt12_01_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1571,ctsv/bai-viet/pdf/45_qd_dhcntt30_01_2023_scan-69385be3.pdf,ctsv/bai-viet/pdf/45_qd_dhcntt30_01_2023_scan-69385be3.pdf,manifest_dir,45_qd_dhcntt30_01_2023_scan-69385be3.pdf,2023-01-30,2023-01-30,2023-01-30,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:23:45.332209,title,high,document_date,2023-01-30,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/45_qd_dhcntt30_01_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1572,ctsv/bai-viet/pdf/62_qd_dhcntt09_02_2023_scan-c26dafe1.pdf,ctsv/bai-viet/pdf/62_qd_dhcntt09_02_2023_scan-c26dafe1.pdf,manifest_dir,62_qd_dhcntt09_02_2023_scan-c26dafe1.pdf,2023-02-09,2023-02-09,2023-02-09,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:27:47.891856,title,high,document_date,2023-02-09,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/62_qd_dhcntt09_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1573,ctsv/bai-viet/pdf/03_kh_dhcntt15_02_2023_scan-f2fd0984.pdf,ctsv/bai-viet/pdf/03_kh_dhcntt15_02_2023_scan-f2fd0984.pdf,manifest_dir,03_kh_dhcntt15_02_2023_scan-f2fd0984.pdf,2023-02-15,2023-02-15,2023-02-15,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:35:46.226531,title,high,document_date,2023-02-15,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/03_kh_dhcntt15_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1574,ctsv/bai-viet/pdf/04_kh_dhcntt15_02_2023_scan-25b329ea.pdf,ctsv/bai-viet/pdf/04_kh_dhcntt15_02_2023_scan-25b329ea.pdf,manifest_dir,04_kh_dhcntt15_02_2023_scan-25b329ea.pdf,2023-02-15,2023-02-15,2023-02-15,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:35:51.822302,title,high,document_date,2023-02-15,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/04_kh_dhcntt15_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1575,ctsv/bai-viet/pdf/78_qd_dhcntt15_02_2023_scan-6490d0a7.pdf,ctsv/bai-viet/pdf/78_qd_dhcntt15_02_2023_scan-6490d0a7.pdf,manifest_dir,78_qd_dhcntt15_02_2023_scan-6490d0a7.pdf,2023-02-15,2023-02-15,2023-02-15,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:31:50.581470,title,high,document_date,2023-02-15,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/78_qd_dhcntt15_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1576,ctsv/bai-viet/pdf/83_qd_dhcntt16_02_2023_scan-e33f8548.pdf,ctsv/bai-viet/pdf/83_qd_dhcntt16_02_2023_scan-e33f8548.pdf,manifest_dir,83_qd_dhcntt16_02_2023_scan-e33f8548.pdf,2023-02-16,2023-02-16,2023-02-16,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-832023-trao-hoc-bong-uit-global-thang-12-nam-2022#main),2026-07-09,2026-07-09T11:32:45.666927,title,high,document_date,2023-02-16,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/83_qd_dhcntt16_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1577,ctsv/bai-viet/pdf/84_qd_dhcntt16_02_2023_scan-5f26c0a5.pdf,ctsv/bai-viet/pdf/84_qd_dhcntt16_02_2023_scan-5f26c0a5.pdf,manifest_dir,84_qd_dhcntt16_02_2023_scan-5f26c0a5.pdf,2023-02-16,2023-02-16,2023-02-16,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-842023-tang-giay-khen-cho-giang-vien-sinh-vien-dat-giai-cuoc-thi-bkai-naver#main),2026-07-09,2026-07-09T11:33:01.758497,title,high,document_date,2023-02-16,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/84_qd_dhcntt16_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1578,ctsv/bai-viet/pdf/85_qd_dhcntt16_02_2023_scan-a2f5eb7e.pdf,ctsv/bai-viet/pdf/85_qd_dhcntt16_02_2023_scan-a2f5eb7e.pdf,manifest_dir,85_qd_dhcntt16_02_2023_scan-a2f5eb7e.pdf,2023-02-16,2023-02-16,2023-02-16,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-852023-khen-thuong-giang-vien-sinh-vien-dat-giai-trong-cuoc-thi-thu-thach-tri#main),2026-07-09,2026-07-09T11:33:19.614624,title,high,document_date,2023-02-16,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/85_qd_dhcntt16_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1579,ctsv/bai-viet/pdf/86_qd_dhcntt16_02_2023_scan-df769307.pdf,ctsv/bai-viet/pdf/86_qd_dhcntt16_02_2023_scan-df769307.pdf,manifest_dir,86_qd_dhcntt16_02_2023_scan-df769307.pdf,2023-02-16,2023-02-16,2023-02-16,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-862023-khen-thuong-giang-vien-sinh-vien-dat-giai-trong-ky-thi-olympic-tin-hoc#main),2026-07-09,2026-07-09T11:33:29.490674,title,high,document_date,2023-02-16,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202302/86_qd_dhcntt16_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1580,ctsv/bai-viet/pdf/05_kh_dhcntt20_02_2023_scan-5c5812c2.pdf,ctsv/bai-viet/pdf/05_kh_dhcntt20_02_2023_scan-5c5812c2.pdf,manifest_dir,05_kh_dhcntt20_02_2023_scan-5c5812c2.pdf,2023-02-20,2023-02-20,2023-02-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:35:55.667082,title,high,document_date,2023-02-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/05_kh_dhcntt20_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1581,ctsv/bai-viet/pdf/06_kh_dhcntt20_02_2023_scan-59fca3ba.pdf,ctsv/bai-viet/pdf/06_kh_dhcntt20_02_2023_scan-59fca3ba.pdf,manifest_dir,06_kh_dhcntt20_02_2023_scan-59fca3ba.pdf,2023-02-20,2023-02-20,2023-02-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:02.789607,title,high,document_date,2023-02-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/06_kh_dhcntt20_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1582,ctsv/bai-viet/pdf/07_kh_dhcntt27_02_2023_scan-2781ffc7.pdf,ctsv/bai-viet/pdf/07_kh_dhcntt27_02_2023_scan-2781ffc7.pdf,manifest_dir,07_kh_dhcntt27_02_2023_scan-2781ffc7.pdf,2023-02-27,2023-02-27,2023-02-27,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:09.708508,title,high,document_date,2023-02-27,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/07_kh_dhcntt27_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1583,ctsv/bai-viet/pdf/146_qd_dhcntt27_02_2023_scan-48e417ea.pdf,ctsv/bai-viet/pdf/146_qd_dhcntt27_02_2023_scan-48e417ea.pdf,manifest_dir,146_qd_dhcntt27_02_2023_scan-48e417ea.pdf,2023-02-27,2023-02-27,2023-02-27,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:16:23.455870,title,high,document_date,2023-02-27,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/146_qd_dhcntt27_02_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1584,ctsv/bai-viet/pdf/159_qd_dhcntt01_03_2023_scan-3d0b1ede.pdf,ctsv/bai-viet/pdf/159_qd_dhcntt01_03_2023_scan-3d0b1ede.pdf,manifest_dir,159_qd_dhcntt01_03_2023_scan-3d0b1ede.pdf,2023-03-01,2023-03-01,2023-03-01,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:16:54.206740,title,high,document_date,2023-03-01,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/159_qd_dhcntt01_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1585,daa/khac/chua-phan-loai/pdf/20_xhnv_hcth_03_03_2023-58766c9f.pdf,daa/khac/chua-phan-loai/pdf/20_xhnv_hcth_03_03_2023-58766c9f.pdf,manifest_dir,20_xhnv_hcth_03_03_2023-58766c9f.pdf,2023-03-03,2023-03-03,2023-03-03,,"<!DOCTYPE html><html lang=""vi"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-21,2026-07-21T22:02:53.587229,title,high,document_date,2023-03-03,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202303/20_xhnv_hcth_03_03_2023.pdf,unchecked,false,metadata_file_path,from_metadata
1586,ctsv/bai-viet/pdf/166_qd_dhcntt07_3_2023_scan-d21e3778.pdf,ctsv/bai-viet/pdf/166_qd_dhcntt07_3_2023_scan-d21e3778.pdf,manifest_dir,166_qd_dhcntt07_3_2023_scan-d21e3778.pdf,2023-03-07,2023-03-07,2023-03-07,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:20.178102,title,high,document_date,2023-03-07,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/166_qd_dhcntt07_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1587,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/03-quyet-dinh-ve-viec-ban-hanh-quy-che-van-bang-chung-chi/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/03-quyet-dinh-ve-viec-ban-hanh-quy-che-van-bang-chung-chi/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf,manifest_dir,172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf,2023-03-08,2023-03-08,2023-03-08,,[Skip to content](https://daa.uit.edu.vn/03-quyet-dinh-ve-viec-ban-hanh-quy-che-van-bang-chung-chi#main),,2025-11-09T16:42:43.183264,title,high,document_date,2023-03-08,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1588,daa/khac/chua-phan-loai/pdf/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi-a2c5aec9.pdf,daa/khac/chua-phan-loai/pdf/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi-a2c5aec9.pdf,manifest_dir,172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi-a2c5aec9.pdf,2023-03-08,2023-03-08,2023-03-08,,[Skip to content](https://daa.uit.edu.vn/03-quyet-dinh-ve-viec-ban-hanh-quy-che-van-bang-chung-chi#main),2026-07-09,2026-07-09T12:01:57.925052,title,high,document_date,2023-03-08,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/172-qd-dhcntt_08-3-2023_quy_che_van_bang_chung_chi.pdf,unchecked,false,metadata_file_path,from_metadata
1589,ctsv/bai-viet/pdf/177_qd_dhcntt13_3_2023_scan-5b08a5c8.pdf,ctsv/bai-viet/pdf/177_qd_dhcntt13_3_2023_scan-5b08a5c8.pdf,manifest_dir,177_qd_dhcntt13_3_2023_scan-5b08a5c8.pdf,2023-03-13,2023-03-13,2023-03-13,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:30.297297,title,high,document_date,2023-03-13,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/177_qd_dhcntt13_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1590,ctsv/bai-viet/pdf/178_qd_dhcntt13_3_2023_scan-afd8656e.pdf,ctsv/bai-viet/pdf/178_qd_dhcntt13_3_2023_scan-afd8656e.pdf,manifest_dir,178_qd_dhcntt13_3_2023_scan-afd8656e.pdf,2023-03-13,2023-03-13,2023-03-13,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:32.531619,title,high,document_date,2023-03-13,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/178_qd_dhcntt13_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1591,ctsv/bai-viet/pdf/179_qd_dhcntt13_3_2023_scan-4d8c8f2a.pdf,ctsv/bai-viet/pdf/179_qd_dhcntt13_3_2023_scan-4d8c8f2a.pdf,manifest_dir,179_qd_dhcntt13_3_2023_scan-4d8c8f2a.pdf,2023-03-13,2023-03-13,2023-03-13,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:33.380199,title,high,document_date,2023-03-13,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/179_qd_dhcntt13_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1592,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-da-79e4e908/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-da-79e4e908/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,manifest_dir,196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,2023-03-16,2023-03-16,2023-03-16,,[Skip to content](https://daa.uit.edu.vn/thongbao/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-day-va-hoc-theo-phuong-thuc-truc-tuyen-va-phuong#main),,2026-04-16T18:12:38.103302,title,high,document_date,2023-03-16,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem
1593,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-day-va-hoc-theo-phuong-thuc-truc-tuyen-va-phuong-thuc-ket-hop/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-day-va-hoc-theo-phuong-thuc-truc-tuyen-va-phuong-thuc-ket-hop/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,manifest_dir,196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,2023-03-16,2023-03-16,2023-03-16,,[Skip to content](https://daa.uit.edu.vn/thongbao/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-day-va-hoc-theo-phuong-thuc-truc-tuyen-va-phuong#main),,2025-11-09T16:57:43.523780,title,high,document_date,2023-03-16,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1594,ctsv/bai-viet/pdf/197_qd_dhcntt16_3_2023_scan-493f8321.pdf,ctsv/bai-viet/pdf/197_qd_dhcntt16_3_2023_scan-493f8321.pdf,manifest_dir,197_qd_dhcntt16_3_2023_scan-493f8321.pdf,2023-03-16,2023-03-16,2023-03-16,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:17:59.887326,title,high,document_date,2023-03-16,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/197_qd_dhcntt16_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
